OTU ID	GMT-CLC	GMT-CLC-SUB	GMT-GLC	GMT-GLC-SUB	Taxonomy	Taxon	Taxon Level	Trophic Mode	Guild	Confidence Ranking	Growth Morphology	Trait	Notes	Citation/Source
OTU452	3	1	0	0	SS|1.0000|JQ247350|SH1647717.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Agaricaceae,g:Coprinus	Agaricaceae	9	Saprotroph	Undefined Saprotroph	Probable	Agaricoid-Gasteroid-Secotioid	NULL	Primarily saprobes in grassland and woodland situations (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
OTU470	0	4	0	0	GS|100.0|KF535949|SH1553585.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	Amanita	13	Symbiotroph	Ectomycorrhizal	Highly Probable	Agaricoid	NULL	NULL	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45; Tedersoo L, et al. 2010. Mycorrhiza 20:217-263; http://mycorrhizas.info/ecmf.html
OTU499	4	0	0	0	GSL|100.0|MH101390|SH1526401.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Stemphylium	Stemphylium	13	Pathotroph-Saprotroph	Plant Pathogen-Wood Saprotroph	Highly Probable	NULL	Soft Rot	NULL	Duncan CG, Eslyn WE. 1966. Mycologia 58:642-664; Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Costa IPMW, et al. 2012. Mycotaxon 119:26; Tedersoo L, et al. 2014. Science 346:1256688; http://www.apsnet.org/publications/commonnames/Pages/default.aspx
OTU299	0	1	3	0	US|0.8991|None;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	-	-	-	-	-	-	-	Unassigned	-
OTU300	0	0	0	4	GS|99.2|EU144460|SH1247328.08FU;k:Fungi	-	-	-	-	-	-	-	Unassigned	-
OTU302	0	0	0	4	GS|100.0|JN161161|SH1570242.08FU;k:Fungi,p:Ascomycota,c:Taphrinomycetes,o:Taphrinales,f:Protomycetaceae,g:Saitoella,s:Saitoella coloradoensis	-	-	-	-	-	-	-	Unassigned	-
OTU328	4	0	0	0	US|0.9127|KM252677|SH1562671.08FU;k:Fungi,p:Ascomycota,c:Orbiliomycetes,o:Orbiliales	-	-	-	-	-	-	-	Unassigned	-
OTU336	0	4	0	0	GS|99.4|MF530258|NA;k:Fungi,p:Chytridiomycota	-	-	-	-	-	-	-	Unassigned	-
OTU351	0	1	0	3	US|0.9505|None;k:Metazoa,p:Annelida,c:Clitellata,o:Enchytraeida	-	-	-	-	-	-	-	Unassigned	-
OTU358	0	1	0	3	US|0.8821|GQ510823|NA;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales	-	-	-	-	-	-	-	Unassigned	-
OTU359	1	2	1	0	SS|1.0000|KF222006|NA;k:Fungi,p:Ascomycota,c:Pezizomycetes	-	-	-	-	-	-	-	Unassigned	-
OTU375	4	0	0	0	US|0.9480|MG418405|NA;k:Rhizaria,p:Cercozoa	-	-	-	-	-	-	-	Unassigned	-
OTU379	0	3	1	0	US|0.9095|MG828873|SH1238396.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	-	-	-	-	-	-	-	Unassigned	-
OTU380	0	0	0	4	US|0.9611|MG418067|NA;k:Rhizaria,p:Cercozoa	-	-	-	-	-	-	-	Unassigned	-
OTU389	3	0	0	1	GSL|100.0|MF535103|SH1557454.08FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Filobasidiales,f:Filobasidiaceae,g:Naganishia	-	-	-	-	-	-	-	Unassigned	-
OTU392	3	0	1	0	US|0.8929|KC966329|SH1246400.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	-	-	-	-	-	-	-	Unassigned	-
OTU402	2	0	2	0	US|0.9077|None;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales	-	-	-	-	-	-	-	Unassigned	-
OTU406	0	0	0	4	US|0.9424|None;k:Viridiplantae,p:Chlorophyta,c:Mamiellophyceae,o:Mamiellales	-	-	-	-	-	-	-	Unassigned	-
OTU407	4	0	0	0	US|0.9424|None;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Cantharellales	-	-	-	-	-	-	-	Unassigned	-
OTU414	3	0	0	1	US|0.8846|None;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Verrucariales	-	-	-	-	-	-	-	Unassigned	-
OTU455	4	0	0	0	US|0.8991|None;k:Stramenopila,p:Oomycota,c:Oomycetes,o:Saprolegniales	-	-	-	-	-	-	-	Unassigned	-
OTU461	0	4	0	0	US|0.9770|FN396108|SH1508489.08FU;k:Rhizaria,p:Cercozoa	-	-	-	-	-	-	-	Unassigned	-
OTU474	0	0	0	4	GDL|97.2|MG418462|NA;	-	-	-	-	-	-	-	Unassigned	-
OTU486	4	0	0	0	US|0.8929|KF028767|NA;k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Umbilicariales	-	-	-	-	-	-	-	Unassigned	-
OTU493	1	1	0	2	US|0.9724|None;k:Viridiplantae,p:Chlorophyta	-	-	-	-	-	-	-	Unassigned	-
OTU513	4	0	0	0	US|0.9127|None;k:Metazoa,p:Arthropoda,c:Copepoda,o:Siphonostomatoida	-	-	-	-	-	-	-	Unassigned	-
OTU524	0	4	0	0	GSL|100.0|KP701899|SH1572792.08FU;k:Fungi	-	-	-	-	-	-	-	Unassigned	-
OTU326	0	3	0	0	GS|100.0|KT886807|NA;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Bionectriaceae,g:Hydropisphaera	Hydropisphaera	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
OTU342	3	0	0	0	GS|99.5|HM136653|SH1517393.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Coniosporium,s:Coniosporium apollinis	Coniosporium	13	Pathotroph-Saprotroph	Animal Pathogen-Plant Pathogen-Undefined Saprotroph	Possible	Microfungus	NULL	 The genus comprises environmental fungi forming black spots or patches on plant leaves, bamboo surface, rotten wood, and recently particularly on rock surfaces-Species are repeatedly isolated from human skin and nails and eventually causing mild cutaneous infections (Li et al. 2008)	Li DM, et al. 2008. Studies in Mycology 61:131-136
OTU346	2	1	0	0	SS|0.8400|KU519004|SH1512273.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Agaricaceae,g:Tulostoma,s:Tulostoma grandisporum	Tulostoma	13	Saprotroph	Soil Saprotroph	Probable	Gasteroid	NULL	Common name - stalked puffball	Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127; Tedersoo L, et al. 2014. Science 346:1256688
OTU362	0	0	3	0	SS|0.8500|GU228965|SH1237750.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Verrucariales,f:Verrucariaceae,g:Placidium	Placidium	13	Symbiotroph	Lichenized	Highly Probable	Thallus	NULL	NULL	Esslinger TL. 2014. North Dakota State University (http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)
OTU365	0	1	2	0	GSL|100.0|MG828953|SH1525448.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymosphaeriaceae,g:Pseudopithomyces	Didymosphaeriaceae	9	Pathotroph-Saprotroph-Symbiotroph	Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph	Probable	Microfungus	NULL	Saprobes in both woody and herbaceous material, also parasitic on other fungi (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Massimo NC, et al. 2015. Microbial Ecology 70:61-76
OTU377	2	0	1	0	GSL|100.0|KT968603|SH1630049.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Boletales,f:Rhizopogonaceae,g:Rhizopogon	Rhizopogon	13	Symbiotroph	Ectomycorrhizal	Highly Probable	Gasteroid	Hypogeous	Common name - false truffle	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45; Tedersoo L, et al. 2010. Mycorrhiza 20:217-263; http://mycorrhizas.info/ecmf.html
OTU387	3	0	0	0	GSL|100.0|JX976050|SH1557012.08FU;k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales,f:Mortierellaceae,g:Mortierella	Mortierellaceae	9	Saprotroph-Symbiotroph	Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph	Possible	Microfungus	NULL	Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Purahong W, et al. 2016. Molecular Ecology 25:4059-4074
OTU395	0	3	0	0	GS|99.5|FR799461|SH1615604.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Chaetomiaceae,g:Chaetomium	Chaetomium	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Dung Saprotroph-Endophyte-Epiphyte-Plant Saprotroph-Wood Saprotroph	Possible	Microfungus	Soft Rot	Saprobic, acting as key decay organisms of plant materials and plant-derived commodities (Cannon & Kirk 2007); Epiphyte detection method-culture (Massimo et al. 2015); Endophyte detection method-culture (Busby et al. 2016, David et al. 2016); Likely opportunistic human pathogen (Irinyi et al. 2015)	Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Bills GF, et al. 2013. Current Opinion in microbiology, 16:549-565; Tedersoo L, et al. 2014. Science 346:1256688; Irinyi L, et al. 2015. Medical Mycology 53:313-337; Massimo NC, et al. 2015. Microbial Ecology 70:61-76; Busby PE, et al. 2016. New Phytologist 209:1681-1692; David AS, et al. 2016. Microbial Ecology 71:912-926
OTU418	0	0	1	2	GS|99.4|KM355988|SH1579766.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymosphaeriaceae,g:Aporospora	Didymosphaeriaceae	9	Pathotroph-Saprotroph-Symbiotroph	Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph	Probable	Microfungus	NULL	Saprobes in both woody and herbaceous material, also parasitic on other fungi (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Massimo NC, et al. 2015. Microbial Ecology 70:61-76
OTU438	0	3	0	0	GS|97.5|DQ468017|SH1511528.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Preussia,s:Preussia aemulans	Sporormiaceae	9	Saprotroph	Dung Saprotroph-Plant Saprotroph	Probable	Microfungus	NULL	Saprobic, associated with dung and rotting vegetation (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
OTU459	0	3	0	0	GS|99.4|KC170111|SH1630047.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Boletales,f:Rhizopogonaceae,g:Rhizopogon,s:Rhizopogon ellenae	Rhizopogon	13	Symbiotroph	Ectomycorrhizal	Highly Probable	Gasteroid	Hypogeous	Common name - false truffle	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45; Tedersoo L, et al. 2010. Mycorrhiza 20:217-263; http://mycorrhizas.info/ecmf.html
OTU475	1	2	0	0	SS|1.0000|JN545787|SH1237536.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales,f:Sporocadaceae,g:Pestalotiopsis	Pestalotiopsis	13	Pathotroph	Plant Pathogen	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
OTU481	0	3	0	0	GS|98.4|JQ247371|SH1147562.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Agaricaceae	Agaricaceae	9	Saprotroph	Undefined Saprotroph	Probable	Agaricoid-Gasteroid-Secotioid	NULL	Primarily saprobes in grassland and woodland situations (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
OTU483	0	3	0	0	GS|100.0|KY034677|SH1514218.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Podaxaceae,g:Podaxis,s:Podaxis pistillaris	Podaxis	13	Saprotroph	Soil Saprotroph	Probable	Secotioid	NULL	Common name - desert shaggy mane	Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127; Tedersoo L, et al. 2014. Science 346:1256688
OTU497	3	0	0	0	US|0.8232|GQ921796|SH1241091.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae,g:Phaeosphaeria	Phaeosphaeria	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
OTU509	0	0	0	3	GS|98.6|JQ247353|SH1186171.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Myxotrichaceae,g:Oidiodendron	Oidiodendron	13	Pathotroph-Symbiotroph	Ericoid Mycorrhizal	Probable	Dark Septate Endophyte	NULL	NULL	Newsham 2011. New Phytologist 190:783-793 (as DSE)
OTU520	3	0	0	0	SS|0.9800|KU519029|SH1189888.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Agaricaceae,g:Tulostoma	Tulostoma	13	Saprotroph	Soil Saprotroph	Probable	Gasteroid	NULL	Common name - stalked puffball	Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127; Tedersoo L, et al. 2014. Science 346:1256688
OTU316	0	3	0	0	US|0.9208|LN810782|SH1614738.08FU;k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Acarosporales	-	-	-	-	-	-	-	Unassigned	-
OTU324	0	0	0	3	US|0.9108|JX368801|NA;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Onygenales	-	-	-	-	-	-	-	Unassigned	-
OTU327	3	0	0	0	US|0.8846|None;k:Stramenopila,p:Oomycota,c:Oomycetes,o:Peronosporales	-	-	-	-	-	-	-	Unassigned	-
OTU329	0	3	0	0	SS|0.9500|JX043097|SH1242173.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Venturiales	-	-	-	-	-	-	-	Unassigned	-
OTU331	0	0	0	3	US|0.9424|None;k:Metazoa,p:Nematoda,c:Chromadorea,o:Rhabditida	-	-	-	-	-	-	-	Unassigned	-
OTU335	0	0	0	3	GDL|98.8|MG418632|NA;	-	-	-	-	-	-	-	Unassigned	-
OTU337	3	0	0	0	US|0.9239|KT215237|SH1151469.08FU;k:Fungi,p:Ascomycota,c:Orbiliomycetes,o:Orbiliales	-	-	-	-	-	-	-	Unassigned	-
OTU341	1	0	0	2	GS|100.0|JX389683|NA;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales	-	-	-	-	-	-	-	Unassigned	-
OTU343	0	0	0	3	US|0.9724|MG434116|NA;k:Fungi,p:Chytridiomycota	-	-	-	-	-	-	-	Unassigned	-
OTU344	0	1	0	2	SS|1.0000|KC966207|SH1650511.08FU;k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales	-	-	-	-	-	-	-	Unassigned	-
OTU348	1	2	0	0	US|0.9505|JX031781|NA;k:Rhizaria,p:Cercozoa,o:Thaumatomonadida	-	-	-	-	-	-	-	Unassigned	-
OTU350	0	0	0	3	US|0.9464|KF777185|SH1242257.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes	-	-	-	-	-	-	-	Unassigned	-
OTU353	0	0	0	3	US|0.9424|MG434124|NA;k:Rhizaria,p:Cercozoa,o:Thaumatomonadida	-	-	-	-	-	-	-	Unassigned	-
OTU355	3	0	0	0	US|0.9111|KC216082|NA;k:Fungi,p:Ascomycota,c:Dothideomycetes	-	-	-	-	-	-	-	Unassigned	-
OTU363	0	3	0	0	GDL|98.4|MG418196|NA;	-	-	-	-	-	-	-	Unassigned	-
OTU368	3	0	0	0	GS|98.6|KC215965|NA;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Boletales	-	-	-	-	-	-	-	Unassigned	-
OTU383	0	3	0	0	US|0.9194|None;k:Stramenopila,p:Oomycota,c:Oomycetes,o:Pythiales	-	-	-	-	-	-	-	Unassigned	-
OTU390	0	0	0	3	US|0.9854|JX984798|SH1142828.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	-	-	-	-	-	-	-	Unassigned	-
OTU409	0	3	0	0	US|0.8846|None;k:Fungi,p:Ascomycota,c:Xylonomycetes,o:Symbiotaphrinales	-	-	-	-	-	-	-	Unassigned	-
OTU415	3	0	0	0	GDL|100.0|JQ247373|SH1189897.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales	-	-	-	-	-	-	-	Unassigned	-
OTU417	0	0	1	2	US|0.9424|None;k:Viridiplantae,p:Chlorophyta,c:Trebouxiophyceae,o:Oocystales	-	-	-	-	-	-	-	Unassigned	-
OTU430	3	0	0	0	US|0.8929|None;k:Rhodoplantae,p:Rhodophyta,c:Florideophyceae,o:Corallinales	-	-	-	-	-	-	-	Unassigned	-
OTU441	0	3	0	0	US|0.9127|KF535949|SH1553585.08FU;k:Stramenopila,p:Oomycota,c:Oomycetes,o:Peronosporales	-	-	-	-	-	-	-	Unassigned	-
OTU462	0	3	0	0	US|0.9770|MG418260|NA;k:Viridiplantae,p:Chlorophyta	-	-	-	-	-	-	-	Unassigned	-
OTU464	0	3	0	0	US|0.8991|KP114305|SH1546988.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	-	-	-	-	-	-	-	Unassigned	-
OTU466	0	3	0	0	US|0.9194|None;k:Viridiplantae,p:Chlorophyta,c:Chlorophyceae,o:Sphaeropleales	-	-	-	-	-	-	-	Unassigned	-
OTU467	0	3	0	0	US|0.9961|EU480325|SH1643290.08FU;k:Fungi	-	-	-	-	-	-	-	Unassigned	-
OTU473	0	3	0	0	US|0.9344|UDB035653|SH1507106.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales	-	-	-	-	-	-	-	Unassigned	-
OTU479	3	0	0	0	US|0.9252|HM123697|SH1171486.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes	-	-	-	-	-	-	-	Unassigned	-
OTU482	3	0	0	0	US|0.8991|HM123697|SH1171486.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Botryosphaeriales	-	-	-	-	-	-	-	Unassigned	-
OTU492	3	0	0	0	US|0.9688|None;k:Viridiplantae,p:Chlorophyta	-	-	-	-	-	-	-	Unassigned	-
OTU501	3	0	0	0	US|0.9194|None;k:Metazoa,p:Porifera,c:Demospongiae,o:Verongida	-	-	-	-	-	-	-	Unassigned	-
OTU505	3	0	0	0	US|0.8884|None;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales	-	-	-	-	-	-	-	Unassigned	-
OTU510	0	0	0	3	SS|1.0000|EU479759|SH1239979.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Tubeufiales	-	-	-	-	-	-	-	Unassigned	-
OTU514	3	0	0	0	US|0.9424|None;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	-	-	-	-	-	-	-	Unassigned	-
OTU515	2	0	0	1	GS|100.0|AF145317|SH1557454.08FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Filobasidiales,f:Filobasidiaceae,g:Naganishia,s:Naganishia bhutanensis	-	-	-	-	-	-	-	Unassigned	-
OTU411	0	2	0	0	GS|100.0|FJ759477|NA;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Periconiaceae,g:Periconia	Periconia	13	Pathotroph-Saprotroph-Symbiotroph	Endophyte-Plant Pathogen-Wood Saprotroph	Possible	Microfungus	Soft Rot	Dark Septate Endophyte, known from plant roots (Mandyam et al. 2010); Endophyte Host - Asteraceae, Musaceae (Costa et al. 2012)	Duncan CG, Eslyn WE. 1966. Mycologia 58:642-645; Costa IPMW, et al. 2012. Mycotaxon 119:26; Mandyam K, et al. 2012. Mycorrhiza 22:109-119; Knapp DG, et al. 2012. PLOS ONE 7:e32570; http://www.apsnet.org/publications/commonnames/Pages/default.aspx
OTU413	0	0	0	2	SS|1.0000|KC965583|SH1179829.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales	Hypocreales	7	Saprotroph	Undefined Saprotroph	Possible	Microfungus	NULL	NULL	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158
OTU435	0	0	0	2	SS|0.8700|MH239862|NA;k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales,f:Mortierellaceae,g:Mortierella	Mortierellaceae	9	Saprotroph-Symbiotroph	Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph	Possible	Microfungus	NULL	Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Purahong W, et al. 2016. Molecular Ecology 25:4059-4074
OTU446	2	0	0	0	GS|99.2|MG417333|NA;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Entolomataceae,g:Entoloma	Entoloma	13	Pathotroph-Saprotroph-Symbiotroph	Ectomycorrhizal-Fungal Parasite-Soil Saprotroph-Undefined Saprotroph	Possible	Agaricoid	NULL	NULL	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 (ECM/(not ECM); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 (sensu stricto); http://mycorrhizas.info/ecmf.html (ECM/(not ECM)
OTU449	1	1	0	0	GS|98.4|MG433890|NA;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Agaricaceae	Agaricaceae	9	Saprotroph	Undefined Saprotroph	Probable	Agaricoid-Gasteroid-Secotioid	NULL	Primarily saprobes in grassland and woodland situations (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
OTU476	0	0	0	2	GS|99.5|KP335215|SH1569428.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Cucurbitariaceae	Cucurbitariaceae	9	Pathotroph-Saprotroph	Plant Pathogen-Wood Saprotroph	Probable	Microfungus	NULL	Necrotrophic or saprobic on woody plants (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Tedersoo L, et al. 2014. Science 346:1256688 (doi:10.1126/science.1256688)
OTU495	2	0	0	0	GS|100.0|KY320605|SH1565595.08FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Trimorphomycetaceae,g:Saitozyma,s:Saitozyma podzolica	Tremellales	7	Pathotroph-Saprotroph-Symbiotroph	Fungal Parasite-Undefined Saprotroph	Possible	Tremelloid-Yeast	NULL	The order contains both teleomorphic and anamorphic species, most of the latter being yeasts	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158
OTU504	1	0	1	0	GSL|100.0|MH137661|SH1529987.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Penicillium	Eurotiales	7	Saprotroph	Undefined Saprotroph	Possible	Microfungus	NULL	NULL	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158
OTU507	0	0	0	2	GS|100.0|HQ026492|SH1643357.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae,g:Chaetosphaeronema	Phaeosphaeriaceae	9	Pathotroph-Saprotroph	Fungal Parasite-Plant Pathogen-Plant Saprotroph	Probable	Microfungus	NULL	Necrotrophic or saprobic on a wide range of plants, especially monocotyledons; a few species parasitic on other fungi (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
OTU518	2	0	0	0	GS|99.5|KT026120|SH1556692.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Lophiostomataceae,g:Sigarispora,s:Sigarispora coronillae	Lophiostomataceae	9	Pathotroph-Saprotroph	Plant Pathogen-Undefined Saprotroph	Probable	Microfungus	NULL	Saprobic or necrotrophic on herbaceous and woody stems (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
OTU397	0	0	2	0	US|0.9424|MH239862|NA;k:Metazoa,p:Nematoda,c:Dorylaimea,o:Dorylaimida	-	-	-	-	-	-	-	Unassigned	-
OTU401	1	0	1	0	US|0.9505|None;k:Metazoa,p:Craniata,c:Actinopterygii,o:Perciformes	-	-	-	-	-	-	-	Unassigned	-
OTU405	1	0	1	0	US|0.9952|KX000261|SH1557305.08FU;k:Fungi,p:Ascomycota	-	-	-	-	-	-	-	Unassigned	-
OTU410	0	0	0	2	GS|100.0|JF946038|NA;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	-	-	-	-	-	-	-	Unassigned	-
OTU420	0	2	0	0	US|0.8884|MH239895|NA;k:Rhizaria,p:Cercozoa,o:Thaumatomonadida	-	-	-	-	-	-	-	Unassigned	-
OTU423	0	0	0	2	US|0.9424|None;k:Viridiplantae,p:Bryophyta,c:Bryopsida,o:Dicranales	-	-	-	-	-	-	-	Unassigned	-
OTU427	0	2	0	0	US|0.8929|MH625559|NA;k:Ichthyosporia,c:Ichthyosporea,o:Dermocystida	-	-	-	-	-	-	-	Unassigned	-
OTU428	2	0	0	0	US|0.9424|None;k:Alveolata,p:Apicomplexa,c:Coccidia,o:Eucoccidiorida	-	-	-	-	-	-	-	Unassigned	-
OTU429	0	0	0	2	GS|99.3|MF531090|NA;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	-	-	-	-	-	-	-	Unassigned	-
OTU432	2	0	0	0	SS|0.9800|MG433785|NA;k:Rhizaria,p:Cercozoa	-	-	-	-	-	-	-	Unassigned	-
OTU433	0	2	0	0	US|0.9127|None;k:Ichthyosporia,c:Ichthyosporea,o:Dermocystida	-	-	-	-	-	-	-	Unassigned	-
OTU437	0	0	0	2	US|0.9995|MG434038|NA;k:Protista	-	-	-	-	-	-	-	Unassigned	-
OTU440	0	2	0	0	US|0.9095|LC015683|SH1185142.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	-	-	-	-	-	-	-	Unassigned	-
OTU445	2	0	0	0	US|0.9424|None;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Hymenochaetales	-	-	-	-	-	-	-	Unassigned	-
OTU447	0	2	0	0	US|0.9077|GU184116|SH1614719.08FU;k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Acarosporales	-	-	-	-	-	-	-	Unassigned	-
OTU448	0	2	0	0	SS|0.9900|DQ672316|SH1236934.08FU;k:Fungi,p:Basidiomycota	-	-	-	-	-	-	-	Unassigned	-
OTU451	0	2	0	0	SS|1.0000|JX136175|SH1245546.08FU;k:Fungi	-	-	-	-	-	-	-	Unassigned	-
OTU453	1	1	0	0	US|0.9424|JX031776|NA;k:Rhizaria,p:Cercozoa,o:Thaumatomonadida	-	-	-	-	-	-	-	Unassigned	-
